lead_id,created_at,purpose,project_id,project_name,unit_id,unit_type,bedrooms_min,area_sqft,budget_min,budget_max,currency,location,timeline,name,phone,email,contact_status,lead_score,lead_grade,lead_summary,sales_handoff_message,source_url,source_document,unknown_fields
L-0001,2026-06-25T08:00:00.000Z,buy,ccb8dd4b_0ad1_e811_a2b8_00155d119707,Ajman Corniche Residences,ccb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,unknown,unknown,236000,236000,AED,Ajman / Ajman Corniche,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Ajman Corniche Residences; Unit: Commercial; Budget: 236000-236000 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0001: buy inquiry for Ajman Corniche Residences. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Corniche%20Residences&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Corniche%20Residences&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0065,2026-06-17T08:00:00.000Z,buy,aeb8dd4b_0ad1_e811_a2b8_00155d119707,Crystal,aeb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,1,unknown,25200,25200,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: buy; Project: Crystal; Unit: Retail; Budget: 25200-25200 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0065: buy inquiry for Crystal. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crystal&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crystal&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0066,2026-06-17T05:00:00.000Z,rent,38b8dd4b_0ad1_e811_a2b8_00155d119707,Crystal 1,38b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,1,unknown,27600,27600,AED,Ajman,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Crystal 1; Unit: Retail; Budget: 27600-27600 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0066: rent inquiry for Crystal 1. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crystal%201&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crystal%201&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0067,2026-06-17T02:00:00.000Z,invest,eab7dd4b_0ad1_e811_a2b8_00155d119707,Dewan Towers,eab7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,0,unknown,12000,12000,AED,Ajman,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Dewan Towers; Unit: Retail; Budget: 12000-12000 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0067: invest inquiry for Dewan Towers. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Dewan%20Towers&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Dewan%20Towers&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0068,2026-06-16T23:00:00.000Z,commercial,14b8dd4b_0ad1_e811_a2b8_00155d119707,Falcon Towers,14b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,unknown,unknown,183500,183500,AED,Ajman,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: commercial; Project: Falcon Towers; Unit: Retail; Budget: 183500-183500 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0068: commercial inquiry for Falcon Towers. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Falcon%20Towers&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Falcon%20Towers&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0069,2026-06-16T20:00:00.000Z,buy,34b8dd4b_0ad1_e811_a2b8_00155d119707,Flamingo Building,34b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,0,unknown,19200,19200,AED,Ajman,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Flamingo Building; Unit: Retail; Budget: 19200-19200 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0069: buy inquiry for Flamingo Building. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Building&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Building&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0070,2026-06-16T17:00:00.000Z,rent,36b8dd4b_0ad1_e811_a2b8_00155d119707,Flamingo Villas,36b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Villa,unknown,unknown,120000,120000,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Flamingo Villas; Unit: Villa; Budget: 120000-120000 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0070: rent inquiry for Flamingo Villas. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Villas&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Villas&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0071,2026-06-16T14:00:00.000Z,invest,7d307ab5_a6a9_ea11_a2c3_00155d119619,Garden City,7d307ab5_a6a9_ea11_a2c3_00155d119619_inventory,Retail,unknown,unknown,102500,102500,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: invest; Project: Garden City; Unit: Retail; Budget: 102500-102500 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0071: invest inquiry for Garden City. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Garden%20City&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Garden%20City&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0072,2026-06-16T11:00:00.000Z,commercial,e4b7dd4b_0ad1_e811_a2b8_00155d119707,Grand,e4b7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Leasing,1,unknown,27000,27000,AED,Ajman,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: commercial; Project: Grand; Unit: Leasing; Budget: 27000-27000 AED; Timeline: unknown; Unknowns: name|phone|email.,Aqaar lead L-0072: commercial inquiry for Grand. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Grand&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Grand&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email
L-0073,2026-06-16T08:00:00.000Z,buy,f4b7dd4b_0ad1_e811_a2b8_00155d119707,Horizon Towers,f4b7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,unknown,unknown,174500,174500,AED,Ajman,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Horizon Towers; Unit: Retail; Budget: 174500-174500 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0073: buy inquiry for Horizon Towers. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Horizon%20Towers&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Horizon%20Towers&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0074,2026-06-16T05:00:00.000Z,rent,50b8dd4b_0ad1_e811_a2b8_00155d119707,Houses and Flats Masfoot,50b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,1,unknown,12000,12000,AED,Ajman / Masfout,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: rent; Project: Houses and Flats Masfoot; Unit: Retail; Budget: 12000-12000 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0074: rent inquiry for Houses and Flats Masfoot. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Houses%20and%20Flats%20Masfoot&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Houses%20and%20Flats%20Masfoot&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0075,2026-06-16T02:00:00.000Z,invest,9ab8dd4b_0ad1_e811_a2b8_00155d119707,Lewara,9ab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,1,unknown,27000,27000,AED,Ajman / Liwara 1,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Lewara; Unit: Retail; Budget: 27000-27000 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0075: invest inquiry for Lewara. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Lewara&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Lewara&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0076,2026-06-15T23:00:00.000Z,commercial,4cb8dd4b_0ad1_e811_a2b8_00155d119707,Manama Flats,4cb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,1,unknown,15000,15000,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: commercial; Project: Manama Flats; Unit: Retail; Budget: 15000-15000 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0076: commercial inquiry for Manama Flats. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Flats&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Flats&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0077,2026-06-15T20:00:00.000Z,buy,84b8dd4b_0ad1_e811_a2b8_00155d119707,Masfoot Buildings,84b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,0,unknown,14400,14400,AED,Ajman / Masfout,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: buy; Project: Masfoot Buildings; Unit: Retail; Budget: 14400-14400 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0077: buy inquiry for Masfoot Buildings. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Masfoot%20Buildings&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Masfoot%20Buildings&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0078,2026-06-15T17:00:00.000Z,rent,b514b2db_08f8_ea11_a2c5_00155d119619,Musherif Villas,b514b2db_08f8_ea11_a2c5_00155d119619_inventory,Villa,unknown,unknown,30000,30000,AED,Ajman / Musherif,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Musherif Villas; Unit: Villa; Budget: 30000-30000 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0078: rent inquiry for Musherif Villas. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Musherif%20Villas&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Musherif%20Villas&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0079,2026-06-15T14:00:00.000Z,invest,f8b7dd4b_0ad1_e811_a2b8_00155d119707,New Gold Market,f8b7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,21600,21600,AED,Ajman,immediate,unknown,unknown,unknown,unknown,65,warm,Purpose: invest; Project: New Gold Market; Unit: Commercial; Budget: 21600-21600 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0079: invest inquiry for New Gold Market. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=New%20Gold%20Market&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=New%20Gold%20Market&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0080,2026-06-15T11:00:00.000Z,commercial,e9afbd0c_b405_ee11_a2bc_00155d119841,New Musherif Villas,e9afbd0c_b405_ee11_a2bc_00155d119841_inventory,Villa,unknown,unknown,114000,114000,AED,Ajman / Musherif,0-30 days,unknown,unknown,unknown,unknown,65,warm,Purpose: commercial; Project: New Musherif Villas; Unit: Villa; Budget: 114000-114000 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0080: commercial inquiry for New Musherif Villas. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=New%20Musherif%20Villas&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=New%20Musherif%20Villas&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0081,2026-06-15T08:00:00.000Z,buy,f0b7dd4b_0ad1_e811_a2b8_00155d119707,Nuaiemiyah Towers,f0b7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,unknown,unknown,139000,139000,AED,Ajman,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Nuaiemiyah Towers; Unit: Retail; Budget: 139000-139000 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0081: buy inquiry for Nuaiemiyah Towers. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Nuaiemiyah%20Towers&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Nuaiemiyah%20Towers&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0082,2026-06-15T05:00:00.000Z,rent,fab7dd4b_0ad1_e811_a2b8_00155d119707,Old Gold Market,fab7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,0,unknown,14400,14400,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,50,warm,Purpose: rent; Project: Old Gold Market; Unit: Commercial; Budget: 14400-14400 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0082: rent inquiry for Old Gold Market. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Gold%20Market&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Gold%20Market&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0083,2026-06-15T02:00:00.000Z,invest,0cb8dd4b_0ad1_e811_a2b8_00155d119707,Old Quds,0cb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,1,unknown,20700,20700,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: invest; Project: Old Quds; Unit: Retail; Budget: 20700-20700 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0083: invest inquiry for Old Quds. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Quds&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Quds&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0084,2026-06-14T23:00:00.000Z,commercial,bd8bd1e6_0420_e911_a2b8_00155d119707,Orient Towers,bd8bd1e6_0420_e911_a2b8_00155d119707_inventory,Retail,unknown,unknown,284000,284000,AED,Ajman,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: commercial; Project: Orient Towers; Unit: Retail; Budget: 284000-284000 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0084: commercial inquiry for Orient Towers. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Orient%20Towers&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Orient%20Towers&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0085,2026-06-14T20:00:00.000Z,buy,6cb8dd4b_0ad1_e811_a2b8_00155d119707,Preston shops,6cb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,unknown,unknown,30139,30139,AED,Ajman,immediate,unknown,unknown,unknown,unknown,65,warm,Purpose: buy; Project: Preston shops; Unit: Retail; Budget: 30139-30139 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0085: buy inquiry for Preston shops. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Preston%20shops&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Preston%20shops&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0086,2026-06-14T17:00:00.000Z,rent,f2b7dd4b_0ad1_e811_a2b8_00155d119707,Rashidia Towers,f2b7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,unknown,unknown,90000,90000,AED,Ajman,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: rent; Project: Rashidia Towers; Unit: Retail; Budget: 90000-90000 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0086: rent inquiry for Rashidia Towers. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rashidia%20Towers&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rashidia%20Towers&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0087,2026-06-14T14:00:00.000Z,invest,46b8dd4b_0ad1_e811_a2b8_00155d119707,Rawdat Al Reef Flats & Shops,46b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,1,unknown,6600,6600,AED,Ajman,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Rawdat Al Reef Flats & Shops; Unit: Retail; Budget: 6600-6600 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0087: invest inquiry for Rawdat Al Reef Flats & Shops. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rawdat%20Al%20Reef%20Flats%20%26%20Shops&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rawdat%20Al%20Reef%20Flats%20%26%20Shops&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0088,2026-06-14T11:00:00.000Z,commercial,4ab8dd4b_0ad1_e811_a2b8_00155d119707,Traditional Houses - Al Manama,4ab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Retail,1,unknown,4800,4800,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: commercial; Project: Traditional Houses - Al Manama; Unit: Retail; Budget: 4800-4800 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0088: commercial inquiry for Traditional Houses - Al Manama. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Traditional%20Houses%20-%20Al%20Manama&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Traditional%20Houses%20-%20Al%20Manama&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0089,2026-06-14T08:00:00.000Z,buy,cab8dd4b_0ad1_e811_a2b8_00155d119707,Waqf Thamer Saied Salman (University),cab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Education,unknown,unknown,20400,20400,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,50,warm,Purpose: buy; Project: Waqf Thamer Saied Salman (University); Unit: Education; Budget: 20400-20400 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0089: buy inquiry for Waqf Thamer Saied Salman (University). Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Waqf%20Thamer%20Saied%20Salman%20(University)&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Waqf%20Thamer%20Saied%20Salman%20(University)&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0090,2026-06-14T05:00:00.000Z,rent,836256dc_a305_f111_8407_70a8a5232028,Dusit Thani Residences Ajman,836256dc_a305_f111_8407_70a8a5232028_1br_type_a,1 Bedroom Type A,1,1108.1,2090753.29,2090753.29,AED,Ajman / Al Nakheel - Ajman Corniche / Ajman Corniche,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Dusit Thani Residences Ajman; Unit: 1 Bedroom Type A; Budget: 2090753.29-2090753.29 AED; Timeline: unknown; Unknowns: name|phone|email.,Aqaar lead L-0090: rent inquiry for Dusit Thani Residences Ajman. Use source assets/Dusit-Thani-Brochure.pdf#page=10. Confirm unknown fields before advising.,assets/Dusit-Thani-Brochure.pdf#page=10,Dusit Thani Residences Ajman brochure integrated in v3 KB,name|phone|email
L-0091,2026-06-14T02:00:00.000Z,invest,836256dc_a305_f111_8407_70a8a5232028,Dusit Thani Residences Ajman,836256dc_a305_f111_8407_70a8a5232028_1br_type_b,1 Bedroom Type B,1,1112.9,2090753.29,2090753.29,AED,Ajman / Al Nakheel - Ajman Corniche / Ajman Corniche,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Dusit Thani Residences Ajman; Unit: 1 Bedroom Type B; Budget: 2090753.29-2090753.29 AED; Timeline: immediate; Unknowns: name|phone|email.,Aqaar lead L-0091: invest inquiry for Dusit Thani Residences Ajman. Use source assets/Dusit-Thani-Brochure.pdf#page=12. Confirm unknown fields before advising.,assets/Dusit-Thani-Brochure.pdf#page=12,Dusit Thani Residences Ajman brochure integrated in v3 KB,name|phone|email
L-0092,2026-06-13T23:00:00.000Z,buy,836256dc_a305_f111_8407_70a8a5232028,Dusit Thani Residences Ajman,836256dc_a305_f111_8407_70a8a5232028_2br_type_a,2 Bedroom Type A,2,1680.4,3418116.49,3418116.49,AED,Ajman / Al Nakheel - Ajman Corniche / Ajman Corniche,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Dusit Thani Residences Ajman; Unit: 2 Bedroom Type A; Budget: 3418116.49-3418116.49 AED; Timeline: 0-30 days; Unknowns: name|phone|email.,Aqaar lead L-0092: buy inquiry for Dusit Thani Residences Ajman. Use source assets/Dusit-Thani-Brochure.pdf#page=14. Confirm unknown fields before advising.,assets/Dusit-Thani-Brochure.pdf#page=14,Dusit Thani Residences Ajman brochure integrated in v3 KB,name|phone|email
L-0093,2026-06-13T20:00:00.000Z,buy,836256dc_a305_f111_8407_70a8a5232028,Dusit Thani Residences Ajman,836256dc_a305_f111_8407_70a8a5232028_2br_type_b,2 Bedroom Type B,2,1767.0,3418116.49,3418116.49,AED,Ajman / Al Nakheel - Ajman Corniche / Ajman Corniche,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Dusit Thani Residences Ajman; Unit: 2 Bedroom Type B; Budget: 3418116.49-3418116.49 AED; Timeline: this quarter; Unknowns: name|phone|email.,Aqaar lead L-0093: buy inquiry for Dusit Thani Residences Ajman. Use source assets/Dusit-Thani-Brochure.pdf#page=16. Confirm unknown fields before advising.,assets/Dusit-Thani-Brochure.pdf#page=16,Dusit Thani Residences Ajman brochure integrated in v3 KB,name|phone|email
L-0094,2026-06-13T17:00:00.000Z,rent,836256dc_a305_f111_8407_70a8a5232028,Dusit Thani Residences Ajman,836256dc_a305_f111_8407_70a8a5232028_3br_type_a,3 Bedroom Type A,3,2444.5,4905850.88,4905850.88,AED,Ajman / Al Nakheel - Ajman Corniche / Ajman Corniche,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Dusit Thani Residences Ajman; Unit: 3 Bedroom Type A; Budget: 4905850.88-4905850.88 AED; Timeline: 3-6 months; Unknowns: name|phone|email.,Aqaar lead L-0094: rent inquiry for Dusit Thani Residences Ajman. Use source assets/Dusit-Thani-Brochure.pdf#page=18. Confirm unknown fields before advising.,assets/Dusit-Thani-Brochure.pdf#page=18,Dusit Thani Residences Ajman brochure integrated in v3 KB,name|phone|email
L-0095,2026-06-13T14:00:00.000Z,invest,836256dc_a305_f111_8407_70a8a5232028,Dusit Thani Residences Ajman,836256dc_a305_f111_8407_70a8a5232028_3br_type_b,3 Bedroom Type B,3,2404.7,4905850.88,4905850.88,AED,Ajman / Al Nakheel - Ajman Corniche / Ajman Corniche,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: invest; Project: Dusit Thani Residences Ajman; Unit: 3 Bedroom Type B; Budget: 4905850.88-4905850.88 AED; Timeline: 6-12 months; Unknowns: name|phone|email.,Aqaar lead L-0095: invest inquiry for Dusit Thani Residences Ajman. Use source assets/Dusit-Thani-Brochure.pdf#page=20. Confirm unknown fields before advising.,assets/Dusit-Thani-Brochure.pdf#page=20,Dusit Thani Residences Ajman brochure integrated in v3 KB,name|phone|email
L-0096,2026-06-13T11:00:00.000Z,buy,836256dc_a305_f111_8407_70a8a5232028,Dusit Thani Residences Ajman,836256dc_a305_f111_8407_70a8a5232028_4br,4 Bedroom,4,2776.9,5721508.19,5721508.19,AED,Ajman / Al Nakheel - Ajman Corniche / Ajman Corniche,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: buy; Project: Dusit Thani Residences Ajman; Unit: 4 Bedroom; Budget: 5721508.19-5721508.19 AED; Timeline: unknown; Unknowns: name|phone|email.,Aqaar lead L-0096: buy inquiry for Dusit Thani Residences Ajman. Use source assets/Dusit-Thani-Brochure.pdf#page=22. Confirm unknown fields before advising.,assets/Dusit-Thani-Brochure.pdf#page=22,Dusit Thani Residences Ajman brochure integrated in v3 KB,name|phone|email
L-0097,2026-06-13T08:00:00.000Z,buy,ed194b08_59aa_f011_a2e0_00155d119f3e,Mawjan,ed194b08_59aa_f011_a2e0_00155d119f3e_studio_unit_111,Studio,0,585.79,583000,583000,AED,Ajman / Ajman Corniche,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Mawjan; Unit: Studio; Budget: 583000-583000 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0097: buy inquiry for Mawjan. Use source assets/Mawjan-Brochure.pdf#page=26. Confirm unknown fields before advising.,assets/Mawjan-Brochure.pdf#page=26,Mawjan brochure integrated in v3 KB,name|phone|email|payment_plan
