lead_id,created_at,purpose,detected_purpose_confidence,property_type,unit_type,project_id,project_name,location,budget_min,budget_max,currency,timeline,name,phone,email,business_use,investment_objective,contact_status,lead_score,lead_grade,unknown_fields,lead_summary,sales_handoff_message,source_package,source_url
AQ-V2-L-0001,2026-06-24T11:00:00.000Z,Buy,0.80,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,268600,331800,AED,immediate,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 268600-331800; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0001: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 268600-331800. Timeline: immediate. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0117,2026-06-09T23:00:00.000Z,Buy,0.89,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,331800,395000,AED,60_90_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 331800-395000; timeline 60_90_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0117: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 331800-395000. Timeline: 60_90_days. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0118,2026-06-09T20:00:00.000Z,Rent,0.91,unknown,unknown,1be2d3a1_dee9_ef11_a2ce_00155d119747,Rashidia 2,unknown,unknown,unknown,unknown,3_6_months,unknown,unknown,unknown,unknown,unknown,unknown_contact,45,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Rashidia 2; property type unknown; unit unknown; location unknown; budget unknown; timeline 3_6_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0118: Rent. Project: Rashidia 2. Location: unknown. Budget: unknown. Timeline: 3_6_months. Score: 45 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rashidia%202&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rashidia%202&pageNumber=1&pageSize=100
AQ-V2-L-0119,2026-06-09T17:00:00.000Z,Invest,0.92,commercial,Commercial,11f6f9c7_d27d_ec11_a2ca_00155d119619,Al Sediq,unknown,22080,25920,AED,6_12_months,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Al Sediq; property type commercial; unit Commercial; location unknown; budget AED 22080-25920; timeline 6_12_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0119: Invest. Project: Al Sediq. Location: unknown. Budget: AED 22080-25920. Timeline: 6_12_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sediq&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sediq&pageNumber=1&pageSize=100
AQ-V2-L-0120,2026-06-09T14:00:00.000Z,Commercial,0.94,commercial,Villa,1cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Villas,unknown,63750,78750,AED,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,50,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Jurf Villas; property type commercial; unit Villa; location unknown; budget AED 63750-78750; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0120: Commercial. Project: Al Jurf Villas. Location: unknown. Budget: AED 63750-78750. Timeline: unknown. Score: 50 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100
AQ-V2-L-0121,2026-06-09T11:00:00.000Z,Buy,0.80,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,284400,347600,AED,immediate,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 284400-347600; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0121: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 284400-347600. Timeline: immediate. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0122,2026-06-09T08:00:00.000Z,Rent,0.82,unknown,unknown,d6e426c5_e7c4_ee11_a2bf_00155d119841,Settlement Project,unknown,unknown,unknown,unknown,30_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,45,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Settlement Project; property type unknown; unit unknown; location unknown; budget unknown; timeline 30_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0122: Rent. Project: Settlement Project. Location: unknown. Budget: unknown. Timeline: 30_days. Score: 45 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Settlement%20Project&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Settlement%20Project&pageNumber=1&pageSize=100
AQ-V2-L-0123,2026-06-09T05:00:00.000Z,Invest,0.83,commercial,Commercial,44f00817_9e49_eb11_a2c6_00155d119619,Al Shorouq,unknown,14400,17280,AED,60_90_days,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Al Shorouq; property type commercial; unit Commercial; location unknown; budget AED 14400-17280; timeline 60_90_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0123: Invest. Project: Al Shorouq. Location: unknown. Budget: AED 14400-17280. Timeline: 60_90_days. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Shorouq&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Shorouq&pageNumber=1&pageSize=100
AQ-V2-L-0124,2026-06-09T02:00:00.000Z,Commercial,0.85,commercial,Commercial,9cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Madina Tower,unknown,28350,33750,AED,3_6_months,unknown,unknown,unknown,warehouse,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Madina Tower; property type commercial; unit Commercial; location unknown; budget AED 28350-33750; timeline 3_6_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0124: Commercial. Project: Al Madina Tower. Location: unknown. Budget: AED 28350-33750. Timeline: 3_6_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Madina%20Tower&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Madina%20Tower&pageNumber=1&pageSize=100
AQ-V2-L-0125,2026-06-08T23:00:00.000Z,Buy,0.86,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,347600,410800,AED,6_12_months,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 347600-410800; timeline 6_12_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0125: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 347600-410800. Timeline: 6_12_months. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0126,2026-06-08T20:00:00.000Z,Rent,0.88,unknown,unknown,5a6d07a8_f7e1_ea11_a2c4_00155d119619,Water Treatment Plant,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,35,cold,name|phone|email|bathrooms|area|service_charges,Rent scenario for Water Treatment Plant; property type unknown; unit unknown; location unknown; budget unknown; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0126: Rent. Project: Water Treatment Plant. Location: unknown. Budget: unknown. Timeline: unknown. Score: 35 (cold). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Water%20Treatment%20Plant&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Water%20Treatment%20Plant&pageNumber=1&pageSize=100
AQ-V2-L-0127,2026-06-08T17:00:00.000Z,Invest,0.89,commercial,Commercial,aab8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 2,unknown,17000,21000,AED,immediate,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Al Thuraya 2; property type commercial; unit Commercial; location unknown; budget AED 17000-21000; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0127: Invest. Project: Al Thuraya 2. Location: unknown. Budget: AED 17000-21000. Timeline: immediate. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%202&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%202&pageNumber=1&pageSize=100
AQ-V2-L-0128,2026-06-08T14:00:00.000Z,Commercial,0.91,commercial,Commercial,94b8dd4b_0ad1_e811_a2b8_00155d119707,Al Maya Super market,unknown,unknown,unknown,unknown,30_days,unknown,unknown,unknown,retail,unknown,unknown_contact,45,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Maya Super market; property type commercial; unit Commercial; location unknown; budget unknown; timeline 30_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0128: Commercial. Project: Al Maya Super market. Location: unknown. Budget: unknown. Timeline: 30_days. Score: 45 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Maya%20Super%20market&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Maya%20Super%20market&pageNumber=1&pageSize=100
AQ-V2-L-0129,2026-06-08T11:00:00.000Z,Buy,0.92,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,300200,363400,AED,60_90_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 300200-363400; timeline 60_90_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0129: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 300200-363400. Timeline: 60_90_days. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0130,2026-06-08T08:00:00.000Z,Rent,0.94,commercial,Commercial,2a565476_ed0f_ee11_a2be_00155d119f33,Ajman Uptown,Ajman,979000,1174800,AED,3_6_months,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Ajman Uptown; property type commercial; unit Commercial; location Ajman; budget AED 979000-1174800; timeline 3_6_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0130: Rent. Project: Ajman Uptown. Location: Ajman. Budget: AED 979000-1174800. Timeline: 3_6_months. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Uptown&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Uptown&pageNumber=1&pageSize=100
AQ-V2-L-0131,2026-06-08T05:00:00.000Z,Invest,0.80,commercial,Commercial,02b8dd4b_0ad1_e811_a2b8_00155d119707,Al Zahra Complex,unknown,25200,30000,AED,6_12_months,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Al Zahra Complex; property type commercial; unit Commercial; location unknown; budget AED 25200-30000; timeline 6_12_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0131: Invest. Project: Al Zahra Complex. Location: unknown. Budget: AED 25200-30000. Timeline: 6_12_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Zahra%20Complex&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Zahra%20Complex&pageNumber=1&pageSize=100
AQ-V2-L-0132,2026-06-08T02:00:00.000Z,Commercial,0.82,commercial,Commercial,fcb7dd4b_0ad1_e811_a2b8_00155d119707,Al Nakheel 1,Nakheel 1,22440,26520,AED,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Nakheel 1; property type commercial; unit Commercial; location Nakheel 1; budget AED 22440-26520; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0132: Commercial. Project: Al Nakheel 1. Location: Nakheel 1. Budget: AED 22440-26520. Timeline: unknown. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nakheel%201&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nakheel%201&pageNumber=1&pageSize=100
AQ-V2-L-0133,2026-06-07T23:00:00.000Z,Buy,0.83,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,363400,426600,AED,immediate,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 363400-426600; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0133: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 363400-426600. Timeline: immediate. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0134,2026-06-07T20:00:00.000Z,Rent,0.85,commercial,Commercial,3cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 2,unknown,13260,16380,AED,30_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Al Berouj 2; property type commercial; unit Commercial; location unknown; budget AED 13260-16380; timeline 30_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0134: Rent. Project: Al Berouj 2. Location: unknown. Budget: AED 13260-16380. Timeline: 30_days. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Berouj%202&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Berouj%202&pageNumber=1&pageSize=100
AQ-V2-L-0135,2026-06-07T17:00:00.000Z,Invest,0.86,commercial,Commercial,04b8dd4b_0ad1_e811_a2b8_00155d119707,Commercial Complex,unknown,21600,26400,AED,60_90_days,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Commercial Complex; property type commercial; unit Commercial; location unknown; budget AED 21600-26400; timeline 60_90_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0135: Invest. Project: Commercial Complex. Location: unknown. Budget: AED 21600-26400. Timeline: 60_90_days. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Commercial%20Complex&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Commercial%20Complex&pageNumber=1&pageSize=100
AQ-V2-L-0136,2026-06-07T14:00:00.000Z,Commercial,0.88,commercial,Commercial,9eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Ofoq Tower,unknown,30780,37260,AED,3_6_months,unknown,unknown,unknown,warehouse,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Ofoq Tower; property type commercial; unit Commercial; location unknown; budget AED 30780-37260; timeline 3_6_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0136: Commercial. Project: Al Ofoq Tower. Location: unknown. Budget: AED 30780-37260. Timeline: 3_6_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Ofoq%20Tower&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Ofoq%20Tower&pageNumber=1&pageSize=100
AQ-V2-L-0137,2026-06-07T11:00:00.000Z,Buy,0.89,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,316000,379200,AED,6_12_months,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 316000-379200; timeline 6_12_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0137: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 316000-379200. Timeline: 6_12_months. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0138,2026-06-07T08:00:00.000Z,Rent,0.91,commercial,Retail,08b8dd4b_0ad1_e811_a2b8_00155d119707,Al Bustan Shops,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,35,cold,name|phone|email|bathrooms|area|service_charges,Rent scenario for Al Bustan Shops; property type commercial; unit Retail; location unknown; budget unknown; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0138: Rent. Project: Al Bustan Shops. Location: unknown. Budget: unknown. Timeline: unknown. Score: 35 (cold). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Bustan%20Shops&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Bustan%20Shops&pageNumber=1&pageSize=100
AQ-V2-L-0139,2026-06-07T05:00:00.000Z,Invest,0.92,commercial,Retail,34b8dd4b_0ad1_e811_a2b8_00155d119707,Flamingo Building,unknown,21120,24960,AED,immediate,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Flamingo Building; property type commercial; unit Retail; location unknown; budget AED 21120-24960; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0139: Invest. Project: Flamingo Building. Location: unknown. Budget: AED 21120-24960. Timeline: immediate. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Building&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Building&pageNumber=1&pageSize=100
AQ-V2-L-0140,2026-06-07T02:00:00.000Z,Commercial,0.94,commercial,Commercial,18b8dd4b_0ad1_e811_a2b8_00155d119707,Al Rumailah,Rumaila 1,24840,29160,AED,30_days,unknown,unknown,unknown,retail,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Rumailah; property type commercial; unit Commercial; location Rumaila 1; budget AED 24840-29160; timeline 30_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0140: Commercial. Project: Al Rumailah. Location: Rumaila 1. Budget: AED 24840-29160. Timeline: 30_days. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumailah&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumailah&pageNumber=1&pageSize=100
AQ-V2-L-0141,2026-06-06T23:00:00.000Z,Buy,0.80,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,268600,331800,AED,60_90_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 268600-331800; timeline 60_90_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0141: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 268600-331800. Timeline: 60_90_days. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0142,2026-06-06T20:00:00.000Z,Rent,0.82,commercial,Leasing,f4502104_adbf_ec11_a2bf_00155d119927,Al Gharoub,unknown,25200,30800,AED,3_6_months,unknown,unknown,unknown,unknown,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Al Gharoub; property type commercial; unit Leasing; location unknown; budget AED 25200-30800; timeline 3_6_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0142: Rent. Project: Al Gharoub. Location: unknown. Budget: AED 25200-30800. Timeline: 3_6_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Gharoub&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Gharoub&pageNumber=1&pageSize=100
AQ-V2-L-0143,2026-06-06T17:00:00.000Z,Invest,0.83,commercial,Retail,9ab8dd4b_0ad1_e811_a2b8_00155d119707,Lewara,Liwara 1,25650,31050,AED,6_12_months,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Lewara; property type commercial; unit Retail; location Liwara 1; budget AED 25650-31050; timeline 6_12_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0143: Invest. Project: Lewara. Location: Liwara 1. Budget: AED 25650-31050. Timeline: 6_12_months. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Lewara&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Lewara&pageNumber=1&pageSize=100
AQ-V2-L-0144,2026-06-06T14:00:00.000Z,Commercial,0.85,commercial,Commercial,90b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikh Humaid Building (Abu-Dhabi),unknown,37800,45360,AED,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,50,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Sheikh Humaid Building (Abu-Dhabi); property type commercial; unit Commercial; location unknown; budget AED 37800-45360; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0144: Commercial. Project: Al Sheikh Humaid Building (Abu-Dhabi). Location: unknown. Budget: AED 37800-45360. Timeline: unknown. Score: 50 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sheikh%20Humaid%20Building%20(Abu-Dhabi)&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sheikh%20Humaid%20Building%20(Abu-Dhabi)&pageNumber=1&pageSize=100
AQ-V2-L-0145,2026-06-06T11:00:00.000Z,Buy,0.86,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,331800,395000,AED,immediate,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 331800-395000; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0145: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 331800-395000. Timeline: immediate. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
